# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
compiler.ArtifactManagerBridge.commit.ms,1741339352548000000,1741339412607000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1741339352548000000,1741339412607000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1741339352548000000,1741339412607000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1741339352548000000,1741339412607000000,0
jps.global.handle.before.change.events.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1741339352548000000,1741339412607000000,1
workspaceModel.mutableEntityStorage.entities.ms,1741339352548000000,1741339412607000000,1
jps.save.changed.project.entities.ms,1741339352548000000,1741339412607000000,0
jps.global.get.libraries.ms,1741339352548000000,1741339412607000000,1
jps.global.get.library.by.name.ms,1741339352548000000,1741339412607000000,0
workspaceModel.load.cache.from.file.ms,1741339352548000000,1741339412607000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1741339352548000000,1741339412607000000,3
jps.global.handle.changed.events.ms,1741339352548000000,1741339412607000000,0
jps.apply.loaded.storage.ms,1741339352548000000,1741339412607000000,21
jps.modifiable.module.model.bridge.renaming.ms,1741339352548000000,1741339412607000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1741339352548000000,1741339412607000000,6
jps.load.project.to.empty.storage.ms,1741339352548000000,1741339412607000000,44
workspaceModel.global.apply.state.to.project.ms,1741339352548000000,1741339412607000000,5
jps.artifact.entities.serializer.save.entities.ms,1741339352548000000,1741339412607000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1741339352548000000,1741339412607000000,1
jps.storage.jps.conf.reader.load.component.ms,1741339352548000000,1741339412607000000,12
workspaceModel.moduleManagerBridge.load.module.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1741339352548000000,1741339412607000000,54
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1741339352548000000,1741339412607000000,98
workspaceModel.mutableEntityStorage.entities.by.source.ms,1741339352548000000,1741339412607000000,1
workspaceModel.do.save.caches.ms,1741339352548000000,1741339412607000000,298
jps.modifiable.module.model.bridge.disposing.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1741339352548000000,1741339412607000000,2
jps.artifact.entities.serializer.load.entities.ms,1741339352548000000,1741339412607000000,3
workspaceModel.sync.entities.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1741339352548000000,1741339412607000000,4
workspaceModel.mutableEntityStorage.remove.entity.ms,1741339352548000000,1741339412607000000,18
workspaceModel.save.cache.to.file.ms,1741339352548000000,1741339412607000000,307
jps.save.global.entities.ms,1741339352548000000,1741339412607000000,0
jps.project.serializers.save.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.instances.count,1741339352548000000,1741339412607000000,40
jps.modifiable.module.model.bridge.load.module.ms,1741339352548000000,1741339412607000000,0
jps.global.initialize.library.bridges.after.loading.ms,1741339352548000000,1741339412607000000,2
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1741339352548000000,1741339412607000000,0
jps.global.initialize.library.bridges.ms,1741339352548000000,1741339412607000000,19
jps.project.serializers.load.ms,1741339352548000000,1741339412607000000,8
workspaceModel.orphan.listener.update.ms,1741339352548000000,1741339412607000000,3
workspaceModel.mutableEntityStorage.modify.entity.ms,1741339352548000000,1741339412607000000,133
jps.load.initial.state.ms,1741339352548000000,1741339412607000000,13
workspaceModel.moduleBridgeLoader.loading.modules.ms,1741339352548000000,1741339412607000000,82
jps.facet.change.listener.process.change.events.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1741339352548000000,1741339412607000000,2
workspaceModel.load.cache.metadata.from.file.ms,1741339352548000000,1741339412607000000,0
workspaceModel.global.updates.ms,1741339352548000000,1741339412607000000,11
jps.global.get.library.ms,1741339352548000000,1741339412607000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1741339352548000000,1741339412607000000,0
workspaceModel.moduleBridge.update.option.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1741339352548000000,1741339412607000000,1
workspaceModel.global.updates.count,1741339352548000000,1741339412607000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1741339352548000000,1741339412607000000,3
workspaceModel.delayed.project.synchronizer.sync.ms,1741339352548000000,1741339412607000000,0
jps.facet.change.listener.before.change.events.ms,1741339352548000000,1741339412607000000,0
jps.facet.change.listener.init.bridge.ms,1741339352548000000,1741339412607000000,2
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1741339352548000000,1741339412607000000,0
jps.library.entities.serializer.save.entities.ms,1741339352548000000,1741339412607000000,0
jps.reload.project.entities.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1741339352548000000,1741339412607000000,10
workspaceModel.mutableEntityStorage.collect.changes.ms,1741339352548000000,1741339412607000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1741339352548000000,1741339412607000000,96
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1741339352548000000,1741339412607000000,8
jps.library.entities.serializer.load.entities.ms,1741339352548000000,1741339412607000000,4
workspaceModel.global.apply.state.to.project.builder.ms,1741339352548000000,1741339412607000000,3
workspaceModel.moduleBridge.before.changed.ms,1741339352548000000,1741339412607000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1741339352548000000,1741339412607000000,38
jps.modifiable.module.model.bridge.new.module.ms,1741339352548000000,1741339412607000000,52
workspaceModel.moduleManagerBridge.newModule.ms,1741339352548000000,1741339412607000000,91
jps.app.storage.content.reader.load.component.ms,1741339352548000000,1741339412607000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1741339352548000000,1741339412607000000,0
JVM.usedHeapBytes,1741339352548000000,1741339412607000000,476999104
JVM.totalTimeToSafepointsMs,1741339352548000000,1741339412607000000,485
JVM.totalBytesAllocated,1741339352548000000,1741339412607000000,7594572368
JVM.totalTimeAtSafepointsMs,1741339352548000000,1741339412607000000,1418
JVM.GC.collectionTimesMs,1741339352548000000,1741339412607000000,1247
JVM.maxThreadCount,1741339352548000000,1741339412607000000,134
JVM.threadCount,1741339352548000000,1741339412607000000,134
JVM.newThreadsCount,1741339352548000000,1741339412607000000,167
JVM.usedNativeBytes,1741339352548000000,1741339412607000000,349639680
JVM.totalSafepointCount,1741339352548000000,1741339412607000000,373
OS.loadAverage,1741339352548000000,1741339412607000000,1.8
JVM.GC.collections,1741339352548000000,1741339412607000000,73
JVM.totalCpuTimeMs,1741339352548000000,1741339412607000000,117260
JVM.maxHeapBytes,1741339352548000000,1741339412607000000,2877292544
JVM.totalDirectByteBuffersBytes,1741339352548000000,1741339412607000000,508420293
Indexing.writer_3.totalTimeSpentWritingMs,1741339352548000000,1741339412607000000,4059
IndexesFlusher.totalContentionQuotaSpent,1741339352548000000,1741339412607000000,201
IndexesFlusher.totalFlushesRetried,1741339352548000000,1741339412607000000,4
Indexing.writer_0.totalTimeSpentWritingMs,1741339352548000000,1741339412607000000,2865
Indexes.stubs.lookupDurationMaxMs,1741339352548000000,1741339412607000000,0.0
Indexes.stubs.lookups,1741339352548000000,1741339412607000000,1197
Indexing.writesQueuedMin,1741339352548000000,1741339412607000000,9223372036854775807
Indexes.entries.lookupDurationMaxMs,1741339352548000000,1741339412607000000,0.0
Indexing.cache.totalCacheMisses,1741339352548000000,1741339412607000000,552593
Indexes.allKeys.lookupDuration90PMs,1741339352548000000,1741339412607000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1741339352548000000,1741339412607000000,1238
Indexes.entries.lookupDuration90PMs,1741339352548000000,1741339412607000000,0.0
Indexes.allKeys.lookups,1741339352548000000,1741339412607000000,2
Indexes.entries.lookupDurationAvgMs,1741339352548000000,1741339412607000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1741339352548000000,1741339412607000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1741339352548000000,1741339412607000000,0.0
Indexes.entries.lookups,1741339352548000000,1741339412607000000,15
Indexing.cache.totalCacheEvicted,1741339352548000000,1741339412607000000,552335
Indexing.totalTimeIndexersSleptMs,1741339352548000000,1741339412607000000,11820
Indexing.writer_1.totalTimeSpentWritingMs,1741339352548000000,1741339412607000000,2554
Indexes.stubs.lookupDuration90PMs,1741339352548000000,1741339412607000000,0.0
Indexes.stubs.lookupDurationAvgMs,1741339352548000000,1741339412607000000,0.0
IndexesFlusher.totalFlushes,1741339352548000000,1741339412607000000,92
Indexing.cache.totalCacheAccesses,1741339352548000000,1741339412607000000,1294802
Indexing.writesQueuedMax,1741339352548000000,1741339412607000000,0
IndexesFlusher.totalFlushingTimeUs,1741339352548000000,1741339412607000000,3262729
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1741339352548000000,1741339412607000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1741339352548000000,1741339412607000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1741339352548000000,1741339412607000000,184
workspaceModel.entityStorageSnapshotImpl.instances.count,1741339352548000000,1741339412607000000,29
workspaceModel.pre.handlers.ms,1741339352548000000,1741339412607000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1741339352548000000,1741339412607000000,63
workspaceModel.cachedValueWithParameters.total.get.count,1741339352548000000,1741339412607000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1741339352548000000,1741339412607000000,399
workspaceModel.on.changed.ms,1741339352548000000,1741339412607000000,263
workspaceModel.updates.ms,1741339352548000000,1741339412607000000,147
workspaceModel.cachedValue.from.cache.count,1741339352548000000,1741339412607000000,1086
workspaceModel.workspaceFileIndexData.init.ms,1741339352548000000,1741339412607000000,1
workspaceModel.cachedValue.clear.count,1741339352548000000,1741339412607000000,5
workspaceModel.init.bridges.ms,1741339352548000000,1741339412607000000,119
workspaceModel.cachedValue.total.get.count,1741339352548000000,1741339412607000000,1195
workspaceModel.on.before.changed.ms,1741339352548000000,1741339412607000000,47
workspaceModel.loading.total.ms,1741339352548000000,1741339412607000000,25
workspaceModel.cachedValueWithParameters.clear.count,1741339352548000000,1741339412607000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1741339352548000000,1741339412607000000,0
workspaceModel.to.snapshot.ms,1741339352548000000,1741339412607000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1741339352548000000,1741339412607000000,186
workspaceModel.replace.project.model.ms,1741339352548000000,1741339412607000000,475
workspaceModel.full.replace.project.model.ms,1741339352548000000,1741339412607000000,1
workspaceModel.cachedValueWithParameters.from.cache.count,1741339352548000000,1741339412607000000,0
workspaceModel.cachedValue.calculated.count,1741339352548000000,1741339412607000000,109
workspaceModel.collect.changes.ms,1741339352548000000,1741339412607000000,0
workspaceModel.initializing.ms,1741339352548000000,1741339412607000000,33
workspaceModel.workspaceFileIndexData.getPackageName.ms,1741339352548000000,1741339412607000000,0
workspaceModel.updates.count,1741339352548000000,1741339412607000000,5
workspaceModel.workspaceFileIndexData.instances.count,1741339352548000000,1741339412607000000,1
workspaceModel.loading.from.cache.ms,1741339352548000000,1741339412607000000,20
workspaceModel.update.unloaded.entities.ms,1741339352548000000,1741339412607000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1741339352548000000,1741339412607000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1741339352548000000,1741339412607000000,0
workspaceModel.check.recursive.update.ms,1741339352548000000,1741339412607000000,1
workspaceModel.updates.precise.ms,1741339352548000000,1741339412607000000,4
cacheStateStorage.get.duration,1741339352548000000,1741339412607000000,0
cacheStateStorage.set.duration,1741339352548000000,1741339412607000000,106
cacheStateStorage.get.counter,1741339352548000000,1741339412607000000,19
cacheStateStorage.set.counter,1741339352548000000,1741339412607000000,3
parser.CSS.time.ns,1741339352548000000,1741339412607000000,75858765
parser.ECMAScript.6.time.ns,1741339352548000000,1741339412607000000,113904639
writeAction.max.wait.ms,1741339352548000000,1741339412607000000,76
lexer.ECMAScript.6.time.ns,1741339352548000000,1741339412607000000,48158291
lexer.SCSS.time.ns,1741339352548000000,1741339412607000000,6752415
lexer.SCSS.size.bytes,1741339352548000000,1741339412607000000,128330
lexer.CSS.size.bytes,1741339352548000000,1741339412607000000,58792
DiskQueryRelay.tasksRequested,1741339352548000000,1741339412607000000,192447
lexer.JSON.size.bytes,1741339352548000000,1741339412607000000,503
DiskQueryRelay.tasksExecuted,1741339352548000000,1741339412607000000,192447
parser.HTML.time.ns,1741339352548000000,1741339412607000000,118752252
lexer.HTML.size.bytes,1741339352548000000,1741339412607000000,844962
lexer.HTML.time.ns,1741339352548000000,1741339412607000000,443755123
lexer.CSS.time.ns,1741339352548000000,1741339412607000000,6737410
parser.HTML.size.bytes,1741339352548000000,1741339412607000000,844962
parser.XML.size.bytes,1741339352548000000,1741339412607000000,91361
lexer.ECMAScript.6.size.bytes,1741339352548000000,1741339412607000000,402996
parser.SCSS.time.ns,1741339352548000000,1741339412607000000,92484614
writeAction.wait.ms,1741339352548000000,1741339412607000000,133
lexer.XML.time.ns,1741339352548000000,1741339412607000000,2975041
parser.JSON.time.ns,1741339352548000000,1741339412607000000,14676417
parser.XML.time.ns,1741339352548000000,1741339412607000000,24052126
writeAction.count,1741339352548000000,1741339412607000000,42
lexer.JSON.time.ns,1741339352548000000,1741339412607000000,1493209
parser.ECMAScript.6.size.bytes,1741339352548000000,1741339412607000000,1627242
DiskQueryRelay.taskWaitingTotalTimeUs,1741339352548000000,1741339412607000000,26791272
writeAction.median.wait.ms,1741339352548000000,1741339412607000000,100
parser.CSS.size.bytes,1741339352548000000,1741339412607000000,58792
lexer.XML.size.bytes,1741339352548000000,1741339412607000000,91361
parser.SCSS.size.bytes,1741339352548000000,1741339412607000000,128330
parser.JSON.size.bytes,1741339352548000000,1741339412607000000,503
DiskQueryRelay.taskExecutionTotalTimeUs,1741339352548000000,1741339412607000000,14843271
FilePageCacheLockFree.totalBytesRead,1741339352548000000,1741339412607000000,0
FilePageCache.pageFastCacheHits,1741339352548000000,1741339412607000000,2294326
FilePageCacheLockFree.totalPagesRequested,1741339352548000000,1741339412607000000,0
StorageLockContext.competingThreads.avg,1741339352548000000,1741339412607000000,0.0
FilePageCacheLockFree.totalPagesWritten,1741339352548000000,1741339412607000000,0
FilePageCache.capacityInBytes,1741339352548000000,1741339412607000000,503316478
FilePageCacheLockFree.totalClosedStoragesReclaimed,1741339352548000000,1741339412607000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1741339352548000000,1741339412607000000,6385170
FilePageCache.pageLoadsAboveSizeThreshold,1741339352548000000,1741339412607000000,234
FilePageCacheLockFree.totalBytesRequested,1741339352548000000,1741339412607000000,0
FilePageCacheLockFree.nativeBytesInUse,1741339352548000000,1741339412607000000,0
DirectByteBufferAllocator.hits,1741339352548000000,1741339412607000000,236
FilePageCacheLockFree.totalHeapBytesAllocated,1741339352548000000,1741339412607000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1741339352548000000,1741339412607000000,1048576
FilePageCacheLockFree.totalNativeBytesReclaimed,1741339352548000000,1741339412607000000,0
MappedFileStorage.totalBytesMapped,1741339352548000000,1741339412607000000,202637312
FilePageCache.totalPageDisposalsUs,1741339352548000000,1741339412607000000,16277
StreamlinedBlobStorage.recordsRelocated,1741339352548000000,1741339412607000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1741339352548000000,1741339412607000000,0
MappedFileStorage.storages,1741339352548000000,1741339412607000000,16
FilePageCache.disposedBuffers,1741339352548000000,1741339412607000000,237
FilePageCache.pageHits,1741339352548000000,1741339412607000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1741339352548000000,1741339412607000000,503316480
MappedFileStorage.totalPagesMapped,1741339352548000000,1741339412607000000,16
FilePageCacheLockFree.totalPagesAllocated,1741339352548000000,1741339412607000000,0
StreamlinedBlobStorage.recordsAllocated,1741339352548000000,1741339412607000000,64222
FilePageCacheLockFree.housekeeperTurnsDone,1741339352548000000,1741339412607000000,0
StorageLockContext.competingThreads.max,1741339352548000000,1741339412607000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1741339352548000000,1741339412607000000,0
StorageLockContext.competingThreads.90P,1741339352548000000,1741339412607000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1741339352548000000,1741339412607000000,0
FilePageCacheLockFree.totalPagesHandedOver,1741339352548000000,1741339412607000000,0
FilePageCache.uncachedFileAccess,1741339352548000000,1741339412607000000,1185
FilePageCacheLockFree.totalBytesWritten,1741339352548000000,1741339412607000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1741339352548000000,1741339412607000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1741339352548000000,1741339412607000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1741339352548000000,1741339412607000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1741339352548000000,1741339412607000000,0
DirectByteBufferAllocator.disposed,1741339352548000000,1741339412607000000,0
FilePageCacheLockFree.totalPagesReadMs,1741339352548000000,1741339412607000000,0
DirectByteBufferAllocator.misses,1741339352548000000,1741339412607000000,480
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1741339352548000000,1741339412607000000,3641130
FilePageCacheLockFree.totalPagesReclaimed,1741339352548000000,1741339412607000000,0
FilePageCacheLockFree.heapBytesInUse,1741339352548000000,1741339412607000000,0
DirectByteBufferAllocator.reclaimed,1741339352548000000,1741339412607000000,237
StreamlinedBlobStorage.recordsDeleted,1741339352548000000,1741339412607000000,60
FilePageCacheLockFree.totalPagesWriteMs,1741339352548000000,1741339412607000000,0
FilePageCache.maxCacheSizeInBytes,1741339352548000000,1741339412607000000,502267904
MappedFileStorage.totalTimeSpentOnMappingUs,1741339352548000000,1741339412607000000,28248
FilePageCache.totalPageLoadsUs,1741339352548000000,1741339412607000000,714213
FilePageCache.maxRegisteredFiles,1741339352548000000,1741339412607000000,1118
FilePageCache.pageLoads,1741339352548000000,1741339412607000000,482
VFS.fileChildByName,1741339412607000000,1741339472614000000,13157
VFS.fileByIdCache.misses,1741339412607000000,1741339472614000000,11
VFS.contentStorage.recordsReadSize,1741339412607000000,1741339472614000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1741339412607000000,1741339472614000000,0
VFS.contentStorage.recordsDeduplicated,1741339412607000000,1741339472614000000,0
VFS.contentStorage.recordsReadDecompressed,1741339412607000000,1741339472614000000,0
VFS.contentStorage.recordsStoredSize,1741339412607000000,1741339472614000000,22212
FileNameCache.queries,1741339412607000000,1741339472614000000,3228416
VFS.fileByIdCache.hits,1741339412607000000,1741339472614000000,8
VFS.contentStorage.recordsStored,1741339412607000000,1741339472614000000,6
VFS.invertedFileNameIndex.requests,1741339412607000000,1741339472614000000,0
FileNameCache.totalMisses,1741339412607000000,1741339472614000000,5056
VFS.contentStorage.recordsRead,1741339412607000000,1741339472614000000,0
VFS.contentStorage.recordsStoredCompressed,1741339412607000000,1741339472614000000,2
VFS.contentStorage.recordsUncompressedSize,1741339412607000000,1741339472614000000,34936
FlushQueue.executionTime90PNs,1741339412607000000,1741339472614000000,0
WriteAction.executionsCount,1741339412607000000,1741339472614000000,30
FlushQueue.queueSize90P,1741339412607000000,1741339472614000000,0
FlushQueue.queueSizeAvg,1741339412607000000,1741339472614000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1741339412607000000,1741339472614000000,143332
NonBlockingReadAction.finalizedExecutionsCount,1741339412607000000,1741339472614000000,16
NonBlockingReadAction.failedExecutionsCount,1741339412607000000,1741339472614000000,0
FlushQueue.executionTimeMaxNs,1741339412607000000,1741339472614000000,0
ReadAction.executionsCount,1741339412607000000,1741339472614000000,41237
FlushQueue.queueSizeMax,1741339412607000000,1741339472614000000,0
FlushQueue.waitingTimeMaxNs,1741339412607000000,1741339472614000000,0
FlushQueue.tasksExecuted,1741339412607000000,1741339472614000000,0
AWTEventQueue.dispatchTimeMaxNs,1741339412607000000,1741339472614000000,0
AWTEventQueue.dispatchTime90PNs,1741339412607000000,1741339472614000000,0
FlushQueue.waitingTime90PNs,1741339412607000000,1741339472614000000,0
AWTEventQueue.eventsDispatched,1741339412607000000,1741339472614000000,0
FlushQueue.waitingTimeAvgNs,1741339412607000000,1741339472614000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1741339412607000000,1741339472614000000,0.0
NonBlockingReadAction.failedExecutionTimeUs,1741339412607000000,1741339472614000000,0
AWTEventQueue.dispatchTimeTotalNS,1741339412607000000,1741339472614000000,894380867
FlushQueue.executionTimeAvgNs,1741339412607000000,1741339472614000000,0.0
compiler.ArtifactManagerBridge.initBridges.ms,1741339412607000000,1741339472614000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1741339412607000000,1741339472614000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1741339412607000000,1741339472614000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1741339412607000000,1741339472614000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1741339412607000000,1741339472614000000,0
compiler.ArtifactManagerBridge.commit.ms,1741339412607000000,1741339472614000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1741339412607000000,1741339472614000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1741339412607000000,1741339472614000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1741339412607000000,1741339472614000000,0
jps.global.handle.before.change.events.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.entities.ms,1741339412607000000,1741339472614000000,0
jps.save.changed.project.entities.ms,1741339412607000000,1741339472614000000,239
jps.global.get.libraries.ms,1741339412607000000,1741339472614000000,0
jps.global.get.library.by.name.ms,1741339412607000000,1741339472614000000,0
workspaceModel.load.cache.from.file.ms,1741339412607000000,1741339472614000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1741339412607000000,1741339472614000000,0
jps.global.handle.changed.events.ms,1741339412607000000,1741339472614000000,0
jps.apply.loaded.storage.ms,1741339412607000000,1741339472614000000,0
jps.modifiable.module.model.bridge.renaming.ms,1741339412607000000,1741339472614000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1741339412607000000,1741339472614000000,0
jps.load.project.to.empty.storage.ms,1741339412607000000,1741339472614000000,0
workspaceModel.global.apply.state.to.project.ms,1741339412607000000,1741339472614000000,0
jps.artifact.entities.serializer.save.entities.ms,1741339412607000000,1741339472614000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1741339412607000000,1741339472614000000,0
jps.storage.jps.conf.reader.load.component.ms,1741339412607000000,1741339472614000000,0
jps.module.iml.entities.serializer.save.entities.ms,1741339412607000000,1741339472614000000,132
workspaceModel.moduleManagerBridge.load.module.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1741339412607000000,1741339472614000000,5
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1741339412607000000,1741339472614000000,12
workspaceModel.mutableEntityStorage.entities.by.source.ms,1741339412607000000,1741339472614000000,0
workspaceModel.do.save.caches.ms,1741339412607000000,1741339472614000000,21
jps.modifiable.module.model.bridge.disposing.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1741339412607000000,1741339472614000000,1
jps.artifact.entities.serializer.load.entities.ms,1741339412607000000,1741339472614000000,0
workspaceModel.sync.entities.ms,1741339412607000000,1741339472614000000,0
