# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1741339412607000000,1741339472614000000,0
jps.module.iml.entities.serializer.load.entities.ms,1741339412607000000,1741339472614000000,0
workspaceModel.save.cache.to.file.ms,1741339412607000000,1741339472614000000,17
jps.save.global.entities.ms,1741339412607000000,1741339472614000000,145
jps.project.serializers.save.ms,1741339412607000000,1741339472614000000,238
workspaceModel.mutableEntityStorage.instances.count,1741339412607000000,1741339472614000000,4
jps.modifiable.module.model.bridge.load.module.ms,1741339412607000000,1741339472614000000,0
jps.global.initialize.library.bridges.after.loading.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1741339412607000000,1741339472614000000,0
jps.global.initialize.library.bridges.ms,1741339412607000000,1741339472614000000,0
jps.project.serializers.load.ms,1741339412607000000,1741339472614000000,0
workspaceModel.orphan.listener.update.ms,1741339412607000000,1741339472614000000,1
workspaceModel.mutableEntityStorage.modify.entity.ms,1741339412607000000,1741339472614000000,15
jps.load.initial.state.ms,1741339412607000000,1741339472614000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1741339412607000000,1741339472614000000,0
jps.facet.change.listener.process.change.events.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1741339412607000000,1741339472614000000,0
workspaceModel.load.cache.metadata.from.file.ms,1741339412607000000,1741339472614000000,0
workspaceModel.global.updates.ms,1741339412607000000,1741339472614000000,0
jps.global.get.library.ms,1741339412607000000,1741339472614000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1741339412607000000,1741339472614000000,0
workspaceModel.moduleBridge.update.option.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1741339412607000000,1741339472614000000,0
workspaceModel.global.updates.count,1741339412607000000,1741339472614000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1741339412607000000,1741339472614000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1741339412607000000,1741339472614000000,0
jps.facet.change.listener.before.change.events.ms,1741339412607000000,1741339472614000000,0
jps.facet.change.listener.init.bridge.ms,1741339412607000000,1741339472614000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1741339412607000000,1741339472614000000,0
jps.library.entities.serializer.save.entities.ms,1741339412607000000,1741339472614000000,22
jps.reload.project.entities.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1741339412607000000,1741339472614000000,30
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1741339412607000000,1741339472614000000,1
jps.library.entities.serializer.load.entities.ms,1741339412607000000,1741339472614000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1741339412607000000,1741339472614000000,0
workspaceModel.moduleBridge.before.changed.ms,1741339412607000000,1741339472614000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1741339412607000000,1741339472614000000,0
jps.modifiable.module.model.bridge.new.module.ms,1741339412607000000,1741339472614000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1741339412607000000,1741339472614000000,0
jps.app.storage.content.reader.load.component.ms,1741339412607000000,1741339472614000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1741339412607000000,1741339472614000000,0
jps.app.storage.content.writer.save.component.ms,1741339412607000000,1741339472614000000,23
JVM.usedHeapBytes,1741339412607000000,1741339472614000000,591293888
JVM.totalTimeToSafepointsMs,1741339412607000000,1741339472614000000,125
JVM.totalBytesAllocated,1741339412607000000,1741339472614000000,2552966024
JVM.totalTimeAtSafepointsMs,1741339412607000000,1741339472614000000,1776
JVM.GC.collectionTimesMs,1741339412607000000,1741339472614000000,1713
JVM.maxThreadCount,1741339412607000000,1741339472614000000,134
JVM.threadCount,1741339412607000000,1741339472614000000,86
JVM.newThreadsCount,1741339412607000000,1741339472614000000,1
JVM.usedNativeBytes,1741339412607000000,1741339472614000000,427288168
JVM.totalSafepointCount,1741339412607000000,1741339472614000000,85
OS.loadAverage,1741339412607000000,1741339472614000000,1.83
JVM.GC.collections,1741339412607000000,1741339472614000000,14
JVM.totalCpuTimeMs,1741339412607000000,1741339472614000000,68470
JVM.maxHeapBytes,1741339412607000000,1741339472614000000,2877292544
JVM.totalDirectByteBuffersBytes,1741339412607000000,1741339472614000000,506915663
Indexing.writer_3.totalTimeSpentWritingMs,1741339412607000000,1741339472614000000,2181
IndexesFlusher.totalContentionQuotaSpent,1741339412607000000,1741339472614000000,2
IndexesFlusher.totalFlushesRetried,1741339412607000000,1741339472614000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1741339412607000000,1741339472614000000,722
Indexes.stubs.lookupDurationMaxMs,1741339412607000000,1741339472614000000,0.0
Indexes.stubs.lookups,1741339412607000000,1741339472614000000,0
Indexing.writesQueuedMin,1741339412607000000,1741339472614000000,9223372036854775807
Indexes.entries.lookupDurationMaxMs,1741339412607000000,1741339472614000000,0.0
Indexing.cache.totalCacheMisses,1741339412607000000,1741339472614000000,348583
Indexes.allKeys.lookupDuration90PMs,1741339412607000000,1741339472614000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1741339412607000000,1741339472614000000,213
Indexes.entries.lookupDuration90PMs,1741339412607000000,1741339472614000000,0.0
Indexes.allKeys.lookups,1741339412607000000,1741339472614000000,2
Indexes.entries.lookupDurationAvgMs,1741339412607000000,1741339472614000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1741339412607000000,1741339472614000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1741339412607000000,1741339472614000000,0.0
Indexes.entries.lookups,1741339412607000000,1741339472614000000,12
Indexing.cache.totalCacheEvicted,1741339412607000000,1741339472614000000,348583
Indexing.totalTimeIndexersSleptMs,1741339412607000000,1741339472614000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1741339412607000000,1741339472614000000,2495
Indexes.stubs.lookupDuration90PMs,1741339412607000000,1741339472614000000,0.0
Indexes.stubs.lookupDurationAvgMs,1741339412607000000,1741339472614000000,0.0
IndexesFlusher.totalFlushes,1741339412607000000,1741339472614000000,145
Indexing.cache.totalCacheAccesses,1741339412607000000,1741339472614000000,940840
Indexing.writesQueuedMax,1741339412607000000,1741339472614000000,0
IndexesFlusher.totalFlushingTimeUs,1741339412607000000,1741339472614000000,1963367
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1741339412607000000,1741339472614000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1741339412607000000,1741339472614000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1741339412607000000,1741339472614000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1741339412607000000,1741339472614000000,3
workspaceModel.pre.handlers.ms,1741339412607000000,1741339472614000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1741339412607000000,1741339472614000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1741339412607000000,1741339472614000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1741339412607000000,1741339472614000000,33
workspaceModel.on.changed.ms,1741339412607000000,1741339472614000000,20
workspaceModel.updates.ms,1741339412607000000,1741339472614000000,0
workspaceModel.cachedValue.from.cache.count,1741339412607000000,1741339472614000000,797
workspaceModel.workspaceFileIndexData.init.ms,1741339412607000000,1741339472614000000,0
workspaceModel.cachedValue.clear.count,1741339412607000000,1741339472614000000,7
workspaceModel.init.bridges.ms,1741339412607000000,1741339472614000000,1
workspaceModel.cachedValue.total.get.count,1741339412607000000,1741339472614000000,882
workspaceModel.on.before.changed.ms,1741339412607000000,1741339472614000000,3
workspaceModel.loading.total.ms,1741339412607000000,1741339472614000000,0
workspaceModel.cachedValueWithParameters.clear.count,1741339412607000000,1741339472614000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1741339412607000000,1741339472614000000,0
workspaceModel.to.snapshot.ms,1741339412607000000,1741339472614000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1741339412607000000,1741339472614000000,0
workspaceModel.replace.project.model.ms,1741339412607000000,1741339472614000000,24
workspaceModel.full.replace.project.model.ms,1741339412607000000,1741339472614000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1741339412607000000,1741339472614000000,0
workspaceModel.cachedValue.calculated.count,1741339412607000000,1741339472614000000,85
workspaceModel.collect.changes.ms,1741339412607000000,1741339472614000000,0
workspaceModel.initializing.ms,1741339412607000000,1741339472614000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1741339412607000000,1741339472614000000,0
workspaceModel.updates.count,1741339412607000000,1741339472614000000,0
workspaceModel.workspaceFileIndexData.instances.count,1741339412607000000,1741339472614000000,0
workspaceModel.loading.from.cache.ms,1741339412607000000,1741339472614000000,0
workspaceModel.update.unloaded.entities.ms,1741339412607000000,1741339472614000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1741339412607000000,1741339472614000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1741339412607000000,1741339472614000000,0
workspaceModel.check.recursive.update.ms,1741339412607000000,1741339472614000000,0
workspaceModel.updates.precise.ms,1741339412607000000,1741339472614000000,0
cacheStateStorage.get.duration,1741339412607000000,1741339472614000000,0
cacheStateStorage.set.duration,1741339412607000000,1741339472614000000,55
cacheStateStorage.get.counter,1741339412607000000,1741339472614000000,1
cacheStateStorage.set.counter,1741339412607000000,1741339472614000000,24
parser.CSS.time.ns,1741339412607000000,1741339472614000000,14390999
parser.ECMAScript.6.time.ns,1741339412607000000,1741339472614000000,3296999
writeAction.max.wait.ms,1741339412607000000,1741339472614000000,76
lexer.CSS.size.bytes,1741339412607000000,1741339472614000000,14451
DiskQueryRelay.tasksRequested,1741339412607000000,1741339472614000000,28096
DiskQueryRelay.tasksExecuted,1741339412607000000,1741339472614000000,28096
parser.HTML.time.ns,1741339412607000000,1741339472614000000,34323542
lexer.HTML.size.bytes,1741339412607000000,1741339472614000000,110401
lexer.HTML.time.ns,1741339412607000000,1741339472614000000,23900123
lexer.GenericSQL.size.bytes,1741339412607000000,1741339472614000000,46688
lexer.CSS.time.ns,1741339412607000000,1741339472614000000,3816079
parser.HTML.size.bytes,1741339412607000000,1741339472614000000,110401
parser.XML.size.bytes,1741339412607000000,1741339472614000000,419896
parser.GenericSQL.time.ns,1741339412607000000,1741339472614000000,680626169
writeAction.wait.ms,1741339412607000000,1741339472614000000,5
lexer.XML.time.ns,1741339412607000000,1741339472614000000,13012082
parser.XML.time.ns,1741339412607000000,1741339472614000000,41535875
writeAction.count,1741339412607000000,1741339472614000000,30
lexer.GenericSQL.time.ns,1741339412607000000,1741339472614000000,33232916
parser.ECMAScript.6.size.bytes,1741339412607000000,1741339472614000000,1221
DiskQueryRelay.taskWaitingTotalTimeUs,1741339412607000000,1741339472614000000,9933705
writeAction.median.wait.ms,1741339412607000000,1741339472614000000,100
parser.GenericSQL.size.bytes,1741339412607000000,1741339472614000000,47215
parser.CSS.size.bytes,1741339412607000000,1741339472614000000,14451
lexer.XML.size.bytes,1741339412607000000,1741339472614000000,419896
DiskQueryRelay.taskExecutionTotalTimeUs,1741339412607000000,1741339472614000000,8261949
FilePageCacheLockFree.totalBytesRead,1741339412607000000,1741339472614000000,0
FilePageCache.pageFastCacheHits,1741339412607000000,1741339472614000000,1553699
FilePageCacheLockFree.totalPagesRequested,1741339412607000000,1741339472614000000,0
StorageLockContext.competingThreads.avg,1741339412607000000,1741339472614000000,0.0
FilePageCacheLockFree.totalPagesWritten,1741339412607000000,1741339472614000000,0
FilePageCache.capacityInBytes,1741339412607000000,1741339472614000000,503316478
FilePageCacheLockFree.totalClosedStoragesReclaimed,1741339412607000000,1741339472614000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1741339412607000000,1741339472614000000,913990
FilePageCache.pageLoadsAboveSizeThreshold,1741339412607000000,1741339472614000000,24
FilePageCacheLockFree.totalBytesRequested,1741339412607000000,1741339472614000000,0
FilePageCacheLockFree.nativeBytesInUse,1741339412607000000,1741339472614000000,0
DirectByteBufferAllocator.hits,1741339412607000000,1741339472614000000,24
FilePageCacheLockFree.totalHeapBytesAllocated,1741339412607000000,1741339472614000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1741339412607000000,1741339472614000000,1048576
FilePageCacheLockFree.totalNativeBytesReclaimed,1741339412607000000,1741339472614000000,0
MappedFileStorage.totalBytesMapped,1741339412607000000,1741339472614000000,202637312
FilePageCache.totalPageDisposalsUs,1741339412607000000,1741339472614000000,48
StreamlinedBlobStorage.recordsRelocated,1741339412607000000,1741339472614000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1741339412607000000,1741339472614000000,0
MappedFileStorage.storages,1741339412607000000,1741339472614000000,16
FilePageCache.disposedBuffers,1741339412607000000,1741339472614000000,24
FilePageCache.pageHits,1741339412607000000,1741339472614000000,3
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1741339412607000000,1741339472614000000,503316480
MappedFileStorage.totalPagesMapped,1741339412607000000,1741339472614000000,16
FilePageCacheLockFree.totalPagesAllocated,1741339412607000000,1741339472614000000,0
StreamlinedBlobStorage.recordsAllocated,1741339412607000000,1741339472614000000,13057
FilePageCacheLockFree.housekeeperTurnsDone,1741339412607000000,1741339472614000000,0
StorageLockContext.competingThreads.max,1741339412607000000,1741339472614000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1741339412607000000,1741339472614000000,0
StorageLockContext.competingThreads.90P,1741339412607000000,1741339472614000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1741339412607000000,1741339472614000000,0
FilePageCacheLockFree.totalPagesHandedOver,1741339412607000000,1741339472614000000,0
FilePageCache.uncachedFileAccess,1741339412607000000,1741339472614000000,123
FilePageCacheLockFree.totalBytesWritten,1741339412607000000,1741339472614000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1741339412607000000,1741339472614000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1741339412607000000,1741339472614000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1741339412607000000,1741339472614000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1741339412607000000,1741339472614000000,0
DirectByteBufferAllocator.disposed,1741339412607000000,1741339472614000000,0
FilePageCacheLockFree.totalPagesReadMs,1741339412607000000,1741339472614000000,0
DirectByteBufferAllocator.misses,1741339412607000000,1741339472614000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1741339412607000000,1741339472614000000,168464
FilePageCacheLockFree.totalPagesReclaimed,1741339412607000000,1741339472614000000,0
FilePageCacheLockFree.heapBytesInUse,1741339412607000000,1741339472614000000,0
DirectByteBufferAllocator.reclaimed,1741339412607000000,1741339472614000000,24
StreamlinedBlobStorage.recordsDeleted,1741339412607000000,1741339472614000000,0
FilePageCacheLockFree.totalPagesWriteMs,1741339412607000000,1741339472614000000,0
FilePageCache.maxCacheSizeInBytes,1741339412607000000,1741339472614000000,502267904
MappedFileStorage.totalTimeSpentOnMappingUs,1741339412607000000,1741339472614000000,28248
FilePageCache.totalPageLoadsUs,1741339412607000000,1741339472614000000,135853
FilePageCache.maxRegisteredFiles,1741339412607000000,1741339472614000000,1118
FilePageCache.pageLoads,1741339412607000000,1741339472614000000,0
VFS.fileChildByName,1741339472614000000,1741339532539000000,17717
VFS.fileByIdCache.misses,1741339472614000000,1741339532539000000,10281
VFS.contentStorage.recordsReadSize,1741339472614000000,1741339532539000000,7569181
VFS.contentStorage.recordsDecompressionTimeUs,1741339472614000000,1741339532539000000,29134
VFS.contentStorage.recordsDeduplicated,1741339472614000000,1741339532539000000,19
VFS.contentStorage.recordsReadDecompressed,1741339472614000000,1741339532539000000,190
VFS.contentStorage.recordsStoredSize,1741339472614000000,1741339532539000000,2654628
FileNameCache.queries,1741339472614000000,1741339532539000000,219136
VFS.fileByIdCache.hits,1741339472614000000,1741339532539000000,139
VFS.contentStorage.recordsStored,1741339472614000000,1741339532539000000,810
VFS.invertedFileNameIndex.requests,1741339472614000000,1741339532539000000,219
FileNameCache.totalMisses,1741339472614000000,1741339532539000000,1280
VFS.contentStorage.recordsRead,1741339472614000000,1741339532539000000,1823
VFS.contentStorage.recordsStoredCompressed,1741339472614000000,1741339532539000000,140
VFS.contentStorage.recordsUncompressedSize,1741339472614000000,1741339532539000000,5806628
FlushQueue.executionTime90PNs,1741339472614000000,1741339532539000000,0
WriteAction.executionsCount,1741339472614000000,1741339532539000000,0
FlushQueue.queueSize90P,1741339472614000000,1741339532539000000,0
FlushQueue.queueSizeAvg,1741339472614000000,1741339532539000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1741339472614000000,1741339532539000000,3525396
NonBlockingReadAction.finalizedExecutionsCount,1741339472614000000,1741339532539000000,2538
NonBlockingReadAction.failedExecutionsCount,1741339472614000000,1741339532539000000,0
FlushQueue.executionTimeMaxNs,1741339472614000000,1741339532539000000,0
ReadAction.executionsCount,1741339472614000000,1741339532539000000,63436
FlushQueue.queueSizeMax,1741339472614000000,1741339532539000000,0
FlushQueue.waitingTimeMaxNs,1741339472614000000,1741339532539000000,0
FlushQueue.tasksExecuted,1741339472614000000,1741339532539000000,0
AWTEventQueue.dispatchTimeMaxNs,1741339472614000000,1741339532539000000,0
AWTEventQueue.dispatchTime90PNs,1741339472614000000,1741339532539000000,0
FlushQueue.waitingTime90PNs,1741339472614000000,1741339532539000000,0
AWTEventQueue.eventsDispatched,1741339472614000000,1741339532539000000,0
FlushQueue.waitingTimeAvgNs,1741339472614000000,1741339532539000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1741339472614000000,1741339532539000000,0.0
NonBlockingReadAction.failedExecutionTimeUs,1741339472614000000,1741339532539000000,0
AWTEventQueue.dispatchTimeTotalNS,1741339472614000000,1741339532539000000,446815833
FlushQueue.executionTimeAvgNs,1741339472614000000,1741339532539000000,0.0
compiler.ArtifactManagerBridge.initBridges.ms,1741339472614000000,1741339532539000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1741339472614000000,1741339532539000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1741339472614000000,1741339532539000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1741339472614000000,1741339532539000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1741339472614000000,1741339532539000000,0
compiler.ArtifactManagerBridge.commit.ms,1741339472614000000,1741339532539000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1741339472614000000,1741339532539000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1741339472614000000,1741339532539000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1741339472614000000,1741339532539000000,0
jps.global.handle.before.change.events.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.entities.ms,1741339472614000000,1741339532539000000,0
jps.save.changed.project.entities.ms,1741339472614000000,1741339532539000000,0
jps.global.get.libraries.ms,1741339472614000000,1741339532539000000,32
jps.global.get.library.by.name.ms,1741339472614000000,1741339532539000000,0
workspaceModel.load.cache.from.file.ms,1741339472614000000,1741339532539000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1741339472614000000,1741339532539000000,0
jps.global.handle.changed.events.ms,1741339472614000000,1741339532539000000,0
jps.apply.loaded.storage.ms,1741339472614000000,1741339532539000000,0
jps.modifiable.module.model.bridge.renaming.ms,1741339472614000000,1741339532539000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1741339472614000000,1741339532539000000,1
jps.load.project.to.empty.storage.ms,1741339472614000000,1741339532539000000,0
workspaceModel.global.apply.state.to.project.ms,1741339472614000000,1741339532539000000,0
jps.artifact.entities.serializer.save.entities.ms,1741339472614000000,1741339532539000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1741339472614000000,1741339532539000000,0
jps.storage.jps.conf.reader.load.component.ms,1741339472614000000,1741339532539000000,0
jps.module.iml.entities.serializer.save.entities.ms,1741339472614000000,1741339532539000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1741339472614000000,1741339532539000000,0
workspaceModel.do.save.caches.ms,1741339472614000000,1741339532539000000,0
jps.modifiable.module.model.bridge.disposing.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1741339472614000000,1741339532539000000,0
jps.artifact.entities.serializer.load.entities.ms,1741339472614000000,1741339532539000000,0
workspaceModel.sync.entities.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1741339472614000000,1741339532539000000,0
jps.module.iml.entities.serializer.load.entities.ms,1741339472614000000,1741339532539000000,0
workspaceModel.save.cache.to.file.ms,1741339472614000000,1741339532539000000,0
jps.save.global.entities.ms,1741339472614000000,1741339532539000000,0
jps.project.serializers.save.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.instances.count,1741339472614000000,1741339532539000000,0
jps.modifiable.module.model.bridge.load.module.ms,1741339472614000000,1741339532539000000,0
jps.global.initialize.library.bridges.after.loading.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1741339472614000000,1741339532539000000,0
jps.global.initialize.library.bridges.ms,1741339472614000000,1741339532539000000,0
jps.project.serializers.load.ms,1741339472614000000,1741339532539000000,0
workspaceModel.orphan.listener.update.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1741339472614000000,1741339532539000000,0
jps.load.initial.state.ms,1741339472614000000,1741339532539000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1741339472614000000,1741339532539000000,0
jps.facet.change.listener.process.change.events.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1741339472614000000,1741339532539000000,0
workspaceModel.load.cache.metadata.from.file.ms,1741339472614000000,1741339532539000000,0
workspaceModel.global.updates.ms,1741339472614000000,1741339532539000000,0
jps.global.get.library.ms,1741339472614000000,1741339532539000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1741339472614000000,1741339532539000000,0
workspaceModel.moduleBridge.update.option.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1741339472614000000,1741339532539000000,0
workspaceModel.global.updates.count,1741339472614000000,1741339532539000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1741339472614000000,1741339532539000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1741339472614000000,1741339532539000000,0
jps.facet.change.listener.before.change.events.ms,1741339472614000000,1741339532539000000,0
jps.facet.change.listener.init.bridge.ms,1741339472614000000,1741339532539000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1741339472614000000,1741339532539000000,0
jps.library.entities.serializer.save.entities.ms,1741339472614000000,1741339532539000000,0
jps.reload.project.entities.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1741339472614000000,1741339532539000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1741339472614000000,1741339532539000000,0
jps.library.entities.serializer.load.entities.ms,1741339472614000000,1741339532539000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1741339472614000000,1741339532539000000,0
workspaceModel.moduleBridge.before.changed.ms,1741339472614000000,1741339532539000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1741339472614000000,1741339532539000000,0
jps.modifiable.module.model.bridge.new.module.ms,1741339472614000000,1741339532539000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1741339472614000000,1741339532539000000,0
jps.app.storage.content.reader.load.component.ms,1741339472614000000,1741339532539000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1741339472614000000,1741339532539000000,0
jps.app.storage.content.writer.save.component.ms,1741339472614000000,1741339532539000000,0
JVM.usedHeapBytes,1741339472614000000,1741339532539000000,1544608944
JVM.totalTimeToSafepointsMs,1741339472614000000,1741339532539000000,2890
JVM.totalBytesAllocated,1741339472614000000,1741339532539000000,8687086464
JVM.totalTimeAtSafepointsMs,1741339472614000000,1741339532539000000,8622
JVM.GC.collectionTimesMs,1741339472614000000,1741339532539000000,8171
JVM.maxThreadCount,1741339472614000000,1741339532539000000,134
JVM.threadCount,1741339472614000000,1741339532539000000,109
JVM.newThreadsCount,1741339472614000000,1741339532539000000,56
JVM.usedNativeBytes,1741339472614000000,1741339532539000000,566520880
JVM.totalSafepointCount,1741339472614000000,1741339532539000000,344
OS.loadAverage,1741339472614000000,1741339532539000000,7.41
JVM.GC.collections,1741339472614000000,1741339532539000000,45
JVM.totalCpuTimeMs,1741339472614000000,1741339532539000000,283330
JVM.maxHeapBytes,1741339472614000000,1741339532539000000,2877292544
JVM.totalDirectByteBuffersBytes,1741339472614000000,1741339532539000000,507695313
Indexing.writer_3.totalTimeSpentWritingMs,1741339472614000000,1741339532539000000,0
IndexesFlusher.totalContentionQuotaSpent,1741339472614000000,1741339532539000000,0
IndexesFlusher.totalFlushesRetried,1741339472614000000,1741339532539000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1741339472614000000,1741339532539000000,0
Indexes.stubs.lookupDurationMaxMs,1741339472614000000,1741339532539000000,0.0
Indexes.stubs.lookups,1741339472614000000,1741339532539000000,7300
Indexing.writesQueuedMin,1741339472614000000,1741339532539000000,9223372036854775807
Indexes.entries.lookupDurationMaxMs,1741339472614000000,1741339532539000000,0.0
Indexing.cache.totalCacheMisses,1741339472614000000,1741339532539000000,69148
Indexes.allKeys.lookupDuration90PMs,1741339472614000000,1741339532539000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1741339472614000000,1741339532539000000,0
Indexes.entries.lookupDuration90PMs,1741339472614000000,1741339532539000000,0.0
Indexes.allKeys.lookups,1741339472614000000,1741339532539000000,3
Indexes.entries.lookupDurationAvgMs,1741339472614000000,1741339532539000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1741339472614000000,1741339532539000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1741339472614000000,1741339532539000000,0.0
Indexes.entries.lookups,1741339472614000000,1741339532539000000,8154
Indexing.cache.totalCacheEvicted,1741339472614000000,1741339532539000000,67451
Indexing.totalTimeIndexersSleptMs,1741339472614000000,1741339532539000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1741339472614000000,1741339532539000000,0
